====================================================================================================
Arguments =
Namespace(batch_size_train=64, batch_size_test=64, n_epochs=100, seed=1, pc_valid=0.02, lr=0.1, momentum=0.9, lr_min=0.001, lr_patience=5, lr_factor=3, savename='./logs/MINI/', gpm_thro=0.97, mixup_alpha=20, mixup_weight=0.1, weight_range=1e-11, robust_train=True, robust_epoch=100, ua_weight=0.1)
====================================================================================================
****************************************************************************************************
Task  0 (iMiniImageNet-0-[80, 84, 33, 81, 93])
****************************************************************************************************
----------------------------------------
Task ID :0 | Learning Rate : 0.1
----------------------------------------
Epoch   1 | Train: loss=1.906, acc= 28.0% | time=2714.2ms |
Epoch  32 | Train: loss=0.135, acc= 98.3% | time=2245.2ms |
 Valid: loss=0.674, acc= 70.0% |
Epoch  33 | Train: loss=0.136, acc= 98.6% | time=2232.3ms |
 Valid: loss=0.674, acc= 70.0% |
Epoch  34 | Train: loss=0.134, acc= 98.5% | time=2145.5ms |
 Valid: loss=0.676, acc= 70.0% |
Epoch  35 | Train: loss=0.131, acc= 98.6% | time=2144.1ms |
 Valid: loss=0.674, acc= 70.0% |
Epoch  36 | Train: loss=0.131, acc= 98.5% | time=2149.7ms |
 Valid: loss=0.673, acc= 70.0% |
 lr=4.1e-04
Test: loss=0.788 , acc= 69.6%
------------------------------
Representation Matrix
------------------------------
Layer 1 : (27, 17640)
Layer 2 : (180, 17640)
Layer 3 : (180, 17640)
Layer 4 : (180, 17640)
Layer 5 : (180, 17640)
Layer 6 : (180, 4410)
Layer 7 : (360, 4410)
Layer 8 : (20, 4410)
Layer 9 : (360, 4410)
Layer 10 : (360, 22050)
Layer 11 : (360, 6050)
Layer 12 : (720, 6050)
Layer 13 : (40, 6050)
Layer 14 : (720, 12100)
Layer 15 : (720, 12100)
Layer 16 : (720, 3600)
Layer 17 : (1440, 3600)
Layer 18 : (80, 3600)
Layer 19 : (1440, 3600)
Layer 20 : (1440, 3600)
------------------------------
Skip Updating GPM for layer: 1
Skip Updating GPM for layer: 2
Skip Updating GPM for layer: 3
Skip Updating GPM for layer: 4
Skip Updating GPM for layer: 5
Skip Updating GPM for layer: 6
Skip Updating GPM for layer: 7
Skip Updating GPM for layer: 8
Skip Updating GPM for layer: 9
Skip Updating GPM for layer: 10
Skip Updating GPM for layer: 11
Skip Updating GPM for layer: 12
Skip Updating GPM for layer: 13
Skip Updating GPM for layer: 14
Skip Updating GPM for layer: 20
----------------------------------------
Gradient Constraints Summary
----------------------------------------
Layer 1 : 10/27
Layer 2 : 75/180
Layer 3 : 65/180
Layer 4 : 68/180
Layer 5 : 45/180
Layer 6 : 55/180
Layer 7 : 132/360
Layer 8 : 11/20
Layer 9 : 174/360
Layer 10 : 134/360
Layer 11 : 139/360
Layer 12 : 386/720
Layer 13 : 24/40
Layer 14 : 335/720
Layer 15 : 364/720
Layer 16 : 261/720
Layer 17 : 562/1440
Layer 18 : 42/80
Layer 19 : 946/1440
Layer 20 : 1037/1440
----------------------------------------
Accuracies =
 60.2%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 63.4%  79.6%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 62.8%  77.4%  63.6%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 60.6%  75.8%  64.2%  66.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 62.2%  77.0%  62.8%  66.6%  65.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 62.6%  75.0%  64.0%  68.4%  67.4%  60.8%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 62.6%  75.4%  63.4%  69.4%  66.4%  61.4%  70.8%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
****************************************************************************************************
Task  7 (iMiniImageNet-7-[40, 48, 59, 23, 34])
****************************************************************************************************
----------------------------------------
Task ID :7 | Learning Rate : 0.1
----------------------------------------
Layer 1 - Projection Matrix shape: torch.Size([27, 27])
Layer 2 - Projection Matrix shape: torch.Size([180, 180])
Layer 3 - Projection Matrix shape: torch.Size([180, 180])
Layer 4 - Projection Matrix shape: torch.Size([180, 180])
Layer 5 - Projection Matrix shape: torch.Size([180, 180])
Layer 6 - Projection Matrix shape: torch.Size([180, 180])
Layer 7 - Projection Matrix shape: torch.Size([360, 360])
Layer 8 - Projection Matrix shape: torch.Size([20, 20])
Layer 9 - Projection Matrix shape: torch.Size([360, 360])
Layer 10 - Projection Matrix shape: torch.Size([360, 360])
Layer 11 - Projection Matrix shape: torch.Size([360, 360])
Layer 12 - Projection Matrix shape: torch.Size([720, 720])
Layer 13 - Projection Matrix shape: torch.Size([40, 40])
Layer 14 - Projection Matrix shape: torch.Size([720, 720])
Layer 15 - Projection Matrix shape: torch.Size([720, 720])
Layer 16 - Projection Matrix shape: torch.Size([720, 720])
Layer 17 - Projection Matrix shape: torch.Size([1440, 1440])
Layer 18 - Projection Matrix shape: torch.Size([80, 80])
Layer 19 - Projection Matrix shape: torch.Size([1440, 1440])
Layer 20 - Projection Matrix shape: torch.Size([1440, 1440])
----------------------------------------
Epoch   1 | Train: loss=1.136, acc= 55.3% | time=2168.4ms |
 Valid: loss=1.280, acc= 42.0% |
Epoch   2 | Train: loss=1.028, acc= 58.9% | time=2162.0ms |
 Valid: loss=1.133, acc= 52.0% |
Epoch   3 | Train: loss=1.051, acc= 55.3% | time=2152.9ms |
 Valid: loss=1.226, acc= 48.0% |
Epoch   4 | Train: loss=0.903, acc= 63.1% | time=2142.4ms |
 Valid: loss=1.063, acc= 50.0% |
Epoch   5 | Train: loss=0.779, acc= 72.0% | time=2137.3ms |
 Valid: loss=0.992, acc= 62.0% |
Epoch   6 | Train: loss=0.966, acc= 61.6% | time=2134.4ms |
 Valid: loss=1.238, acc= 54.0% |
Epoch   7 | Train: loss=0.742, acc= 72.2% | time=2140.7ms |
 Valid: loss=0.974, acc= 66.0% |
Epoch   8 | Train: loss=0.930, acc= 61.8% | time=2139.0ms |
 Valid: loss=1.375, acc= 42.0% |
Epoch   9 | Train: loss=0.672, acc= 72.0% | time=2140.1ms |
 Valid: loss=1.027, acc= 54.0% |
Epoch  10 | Train: loss=0.605, acc= 78.2% | time=2149.9ms |
 Valid: loss=1.029, acc= 60.0% |
Epoch  11 | Train: loss=0.503, acc= 85.5% | time=2250.8ms |
 Valid: loss=0.955, acc= 60.0% |
Epoch  12 | Train: loss=0.510, acc= 82.3% | time=2261.5ms |
 Valid: loss=1.034, acc= 64.0% |
Epoch  13 | Train: loss=0.455, acc= 84.6% | time=2285.6ms |
 Valid: loss=0.976, acc= 66.0% |
Epoch  14 | Train: loss=0.448, acc= 84.7% | time=2287.7ms |
 Valid: loss=0.980, acc= 58.0% |
Epoch  15 | Train: loss=0.353, acc= 90.0% | time=2303.9ms |
 Valid: loss=1.033, acc= 64.0% |
Epoch  16 | Train: loss=0.419, acc= 82.6% | time=2312.4ms |
 Valid: loss=1.211, acc= 62.0% |
 lr=3.3e-02
Epoch  17 | Train: loss=0.270, acc= 94.2% | time=2305.0ms |
 Valid: loss=0.956, acc= 68.0% |
Epoch  18 | Train: loss=0.250, acc= 95.6% | time=2314.9ms |
 Valid: loss=0.983, acc= 70.0% |
Epoch  19 | Train: loss=0.261, acc= 94.8% | time=2438.6ms |
 Valid: loss=1.009, acc= 66.0% |
Epoch  20 | Train: loss=0.232, acc= 95.9% | time=2528.0ms |
 Valid: loss=0.961, acc= 68.0% |
Epoch  21 | Train: loss=0.231, acc= 96.1% | time=2537.0ms |
 Valid: loss=0.970, acc= 70.0% |
 lr=1.1e-02
Epoch  22 | Train: loss=0.216, acc= 96.7% | time=2518.2ms |
 Valid: loss=0.975, acc= 68.0% |
Epoch  23 | Train: loss=0.215, acc= 96.7% | time=2578.5ms |
 Valid: loss=0.968, acc= 66.0% |
Epoch  24 | Train: loss=0.211, acc= 96.9% | time=2604.2ms |
 Valid: loss=0.973, acc= 68.0% |
Epoch  25 | Train: loss=0.214, acc= 97.1% | time=2628.8ms |
 Valid: loss=0.970, acc= 68.0% |
Epoch  26 | Train: loss=0.204, acc= 97.0% | time=2706.6ms |
 Valid: loss=0.969, acc= 70.0% |
 lr=3.7e-03
Epoch  27 | Train: loss=0.204, acc= 96.9% | time=2632.1ms |
 Valid: loss=0.973, acc= 68.0% |
Epoch  28 | Train: loss=0.204, acc= 97.2% | time=2608.6ms |
 Valid: loss=0.978, acc= 66.0% |
Epoch  29 | Train: loss=0.204, acc= 97.3% | time=2635.5ms |
 Valid: loss=0.981, acc= 68.0% |
Epoch  30 | Train: loss=0.206, acc= 96.6% | time=2622.2ms |
 Valid: loss=0.977, acc= 68.0% |
Epoch  31 | Train: loss=0.196, acc= 97.2% | time=2601.2ms |
 Valid: loss=0.977, acc= 66.0% |
 lr=1.2e-03
Epoch  32 | Train: loss=0.204, acc= 96.9% | time=2638.6ms |
 Valid: loss=0.977, acc= 66.0% |
Epoch  33 | Train: loss=0.200, acc= 97.4% | time=2721.5ms |
 Valid: loss=0.978, acc= 66.0% |
Epoch  34 | Train: loss=0.202, acc= 97.1% | time=2649.2ms |
 Valid: loss=0.978, acc= 68.0% |
Epoch  35 | Train: loss=0.197, acc= 97.6% | time=2604.2ms |
 Valid: loss=0.978, acc= 66.0% |
Epoch  36 | Train: loss=0.193, acc= 97.5% | time=2606.1ms |
 Valid: loss=0.979, acc= 66.0% |
 lr=4.1e-04
Test: loss=1.005 , acc= 59.8%
------------------------------
Representation Matrix
------------------------------
Layer 1 : (27, 17640)
Layer 2 : (180, 17640)
Layer 3 : (180, 17640)
Layer 4 : (180, 17640)
Layer 5 : (180, 17640)
Layer 6 : (180, 4410)
Layer 7 : (360, 4410)
Layer 8 : (20, 4410)
Layer 9 : (360, 4410)
Layer 10 : (360, 22050)
Layer 11 : (360, 6050)
Layer 12 : (720, 6050)
Layer 13 : (40, 6050)
Layer 14 : (720, 12100)
Layer 15 : (720, 12100)
Layer 16 : (720, 3600)
Layer 17 : (1440, 3600)
Layer 18 : (80, 3600)
Layer 19 : (1440, 3600)
Layer 20 : (1440, 3600)
------------------------------
Skip Updating GPM for layer: 1
Skip Updating GPM for layer: 2
Skip Updating GPM for layer: 3
Skip Updating GPM for layer: 4
Skip Updating GPM for layer: 5
Skip Updating GPM for layer: 6
Skip Updating GPM for layer: 7
Skip Updating GPM for layer: 8
Skip Updating GPM for layer: 9
Skip Updating GPM for layer: 10
Skip Updating GPM for layer: 11
Skip Updating GPM for layer: 12
Skip Updating GPM for layer: 13
Skip Updating GPM for layer: 14
Skip Updating GPM for layer: 15
Skip Updating GPM for layer: 18
----------------------------------------
Gradient Constraints Summary
----------------------------------------
Layer 1 : 10/27
Layer 2 : 75/180
Layer 3 : 65/180
Layer 4 : 68/180
Layer 5 : 45/180
Layer 6 : 55/180
Layer 7 : 132/360
Layer 8 : 11/20
Layer 9 : 174/360
Layer 10 : 134/360
Layer 11 : 139/360
Layer 12 : 386/720
Layer 13 : 24/40
Layer 14 : 335/720
Layer 15 : 364/720
Layer 16 : 262/720
Layer 17 : 566/1440
Layer 18 : 42/80
Layer 19 : 957/1440
Layer 20 : 1046/1440
----------------------------------------
Accuracies =
 60.2%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 63.4%  79.6%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 62.8%  77.4%  63.6%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 60.6%  75.8%  64.2%  66.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 62.2%  77.0%  62.8%  66.6%  65.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 62.6%  75.0%  64.0%  68.4%  67.4%  60.8%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 62.6%  75.4%  63.4%  69.4%  66.4%  61.4%  70.8%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 62.2%  77.6%  62.4%  69.2%  65.8%  62.8%  71.6%  58.8%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
****************************************************************************************************
Task  8 (iMiniImageNet-8-[86, 53, 77, 15, 83])
****************************************************************************************************
----------------------------------------
Task ID :8 | Learning Rate : 0.1
----------------------------------------
Layer 1 - Projection Matrix shape: torch.Size([27, 27])
Layer 2 - Projection Matrix shape: torch.Size([180, 180])
Layer 3 - Projection Matrix shape: torch.Size([180, 180])
Layer 4 - Projection Matrix shape: torch.Size([180, 180])
Layer 5 - Projection Matrix shape: torch.Size([180, 180])
Layer 6 - Projection Matrix shape: torch.Size([180, 180])
Layer 7 - Projection Matrix shape: torch.Size([360, 360])
Layer 8 - Projection Matrix shape: torch.Size([20, 20])
Layer 9 - Projection Matrix shape: torch.Size([360, 360])
Layer 10 - Projection Matrix shape: torch.Size([360, 360])
Layer 11 - Projection Matrix shape: torch.Size([360, 360])
Layer 12 - Projection Matrix shape: torch.Size([720, 720])
Layer 13 - Projection Matrix shape: torch.Size([40, 40])
Layer 14 - Projection Matrix shape: torch.Size([720, 720])
Layer 15 - Projection Matrix shape: torch.Size([720, 720])
Layer 16 - Projection Matrix shape: torch.Size([720, 720])
Layer 17 - Projection Matrix shape: torch.Size([1440, 1440])
Layer 18 - Projection Matrix shape: torch.Size([80, 80])
Layer 19 - Projection Matrix shape: torch.Size([1440, 1440])
Layer 20 - Projection Matrix shape: torch.Size([1440, 1440])
----------------------------------------
Epoch   1 | Train: loss=1.002, acc= 60.8% | time=2251.3ms |
 Valid: loss=1.002, acc= 64.0% |
Epoch   2 | Train: loss=0.868, acc= 64.0% | time=2191.0ms |
 Valid: loss=0.993, acc= 54.0% |
Epoch   3 | Train: loss=0.800, acc= 66.6% | time=2200.7ms |
 Valid: loss=0.911, acc= 68.0% |
Epoch   4 | Train: loss=0.695, acc= 73.6% | time=2187.4ms |
 Valid: loss=0.788, acc= 66.0% |
Epoch   5 | Train: loss=0.851, acc= 61.3% | time=2197.9ms |
 Valid: loss=1.080, acc= 50.0% |
Epoch   6 | Train: loss=0.626, acc= 75.2% | time=2190.2ms |
 Valid: loss=0.821, acc= 62.0% |
Epoch   7 | Train: loss=0.532, acc= 79.6% | time=2198.0ms |
 Valid: loss=0.780, acc= 66.0% |
Epoch   8 | Train: loss=0.553, acc= 77.6% | time=2213.9ms |
 Valid: loss=0.889, acc= 66.0% |
Epoch   9 | Train: loss=0.423, acc= 86.2% | time=2410.6ms |
 Valid: loss=0.708, acc= 72.0% |
Epoch  10 | Train: loss=0.443, acc= 84.2% | time=2416.3ms |
 Valid: loss=0.775, acc= 68.0% |
Epoch  11 | Train: loss=0.483, acc= 80.9% | time=2436.8ms |
 Valid: loss=0.894, acc= 62.0% |
Epoch  12 | Train: loss=0.267, acc= 94.7% | time=2760.4ms |
 Valid: loss=0.664, acc= 72.0% |
Epoch  13 | Train: loss=0.262, acc= 93.6% | time=2874.9ms |
 Valid: loss=0.746, acc= 64.0% |
Epoch  14 | Train: loss=0.206, acc= 97.4% | time=2819.2ms |
 Valid: loss=0.757, acc= 70.0% |
Epoch  15 | Train: loss=0.206, acc= 96.0% | time=2455.6ms |
 Valid: loss=0.783, acc= 68.0% |
Epoch  16 | Train: loss=0.182, acc= 97.3% | time=2262.5ms |
 Valid: loss=0.699, acc= 70.0% |
Epoch  17 | Train: loss=0.160, acc= 97.8% | time=2287.5ms |
 Valid: loss=0.830, acc= 64.0% |
 lr=3.3e-02
Epoch  18 | Train: loss=0.125, acc= 99.1% | time=2271.4ms |
 Valid: loss=0.694, acc= 70.0% |
Epoch  19 | Train: loss=0.118, acc= 99.1% | time=2298.6ms |
 Valid: loss=0.673, acc= 72.0% |
Epoch  20 | Train: loss=0.114, acc= 99.3% | time=2569.3ms |
 Valid: loss=0.680, acc= 70.0% |
Epoch  21 | Train: loss=0.106, acc= 99.5% | time=2334.3ms |
 Valid: loss=0.671, acc= 74.0% |
Epoch  22 | Train: loss=0.104, acc= 99.6% | time=2154.0ms |
 Valid: loss=0.679, acc= 72.0% |
 lr=1.1e-02
Epoch  23 | Train: loss=0.099, acc= 99.6% | time=2169.5ms |
 Valid: loss=0.667, acc= 74.0% |
Epoch  24 | Train: loss=0.096, acc= 99.6% | time=2255.0ms |
 Valid: loss=0.663, acc= 72.0% |
Epoch  25 | Train: loss=0.096, acc= 99.7% | time=2238.0ms |
 Valid: loss=0.658, acc= 74.0% |
Epoch  26 | Train: loss=0.101, acc= 99.4% | time=2291.7ms |
 Valid: loss=0.659, acc= 74.0% |
Epoch  27 | Train: loss=0.093, acc= 99.6% | time=2360.4ms |
 Valid: loss=0.669, acc= 76.0% |
Epoch  28 | Train: loss=0.095, acc= 99.6% | time=2604.3ms |
 Valid: loss=0.670, acc= 74.0% |
Epoch  29 | Train: loss=0.095, acc= 99.5% | time=2617.0ms |
 Valid: loss=0.669, acc= 74.0% |
Epoch  30 | Train: loss=0.089, acc= 99.6% | time=2572.2ms |
 Valid: loss=0.669, acc= 74.0% |
 lr=3.7e-03
Epoch  31 | Train: loss=0.087, acc= 99.7% | time=2320.2ms |
 Valid: loss=0.666, acc= 74.0% |
Epoch  32 | Train: loss=0.090, acc= 99.7% | time=2273.5ms |
 Valid: loss=0.664, acc= 74.0% |
Epoch  33 | Train: loss=0.089, acc= 99.7% | time=2289.0ms |
 Valid: loss=0.663, acc= 74.0% |
Epoch  34 | Train: loss=0.088, acc= 99.8% | time=2293.9ms |
 Valid: loss=0.663, acc= 74.0% |
Epoch  35 | Train: loss=0.087, acc= 99.7% | time=2290.5ms |
 Valid: loss=0.664, acc= 74.0% |
 lr=1.2e-03
Epoch  36 | Train: loss=0.084, acc= 99.6% | time=2568.2ms |
 Valid: loss=0.665, acc= 74.0% |
Epoch  37 | Train: loss=0.087, acc= 99.4% | time=2564.8ms |
 Valid: loss=0.665, acc= 74.0% |
Epoch  38 | Train: loss=0.088, acc= 99.7% | time=2601.7ms |
 Valid: loss=0.664, acc= 74.0% |
Epoch  39 | Train: loss=0.084, acc= 99.7% | time=2678.0ms |
 Valid: loss=0.665, acc= 74.0% |
Epoch  40 | Train: loss=0.084, acc= 99.7% | time=2595.4ms |
 Valid: loss=0.665, acc= 74.0% |
 lr=4.1e-04
Test: loss=0.901 , acc= 65.4%
------------------------------
Representation Matrix
------------------------------
Layer 1 : (27, 17640)
Layer 2 : (180, 17640)
Layer 3 : (180, 17640)
Layer 4 : (180, 17640)
Layer 5 : (180, 17640)
Layer 6 : (180, 4410)
Layer 7 : (360, 4410)
Layer 8 : (20, 4410)
Layer 9 : (360, 4410)
Layer 10 : (360, 22050)
Layer 11 : (360, 6050)
Layer 12 : (720, 6050)
Layer 13 : (40, 6050)
Layer 14 : (720, 12100)
Layer 15 : (720, 12100)
Layer 16 : (720, 3600)
Layer 17 : (1440, 3600)
Layer 18 : (80, 3600)
Layer 19 : (1440, 3600)
Layer 20 : (1440, 3600)
------------------------------
Skip Updating GPM for layer: 1
Skip Updating GPM for layer: 2
Skip Updating GPM for layer: 3
Skip Updating GPM for layer: 4
Skip Updating GPM for layer: 5
Skip Updating GPM for layer: 6
Skip Updating GPM for layer: 7
Skip Updating GPM for layer: 8
Skip Updating GPM for layer: 9
Skip Updating GPM for layer: 10
Skip Updating GPM for layer: 11
Skip Updating GPM for layer: 13
----------------------------------------
Gradient Constraints Summary
----------------------------------------
Layer 1 : 10/27
Layer 2 : 75/180
Layer 3 : 65/180
Layer 4 : 68/180
Layer 5 : 45/180
Layer 6 : 55/180
Layer 7 : 132/360
Layer 8 : 11/20
Layer 9 : 174/360
Layer 10 : 134/360
Layer 11 : 139/360
Layer 12 : 391/720
Layer 13 : 24/40
Layer 14 : 363/720
Layer 15 : 401/720
Layer 16 : 294/720
Layer 17 : 610/1440
Layer 18 : 45/80
Layer 19 : 985/1440
Layer 20 : 1067/1440
----------------------------------------
Accuracies =
 60.2%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 63.4%  79.6%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 62.8%  77.4%  63.6%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 60.6%  75.8%  64.2%  66.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 62.2%  77.0%  62.8%  66.6%  65.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 62.6%  75.0%  64.0%  68.4%  67.4%  60.8%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 62.6%  75.4%  63.4%  69.4%  66.4%  61.4%  70.8%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 62.2%  77.6%  62.4%  69.2%  65.8%  62.8%  71.6%  58.8%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 60.0%  73.2%  60.2%  67.2%  77.0%  61.2%  70.8%  59.4%  68.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
****************************************************************************************************
Task  9 (iMiniImageNet-9-[41, 45, 91, 26, 98])
****************************************************************************************************
----------------------------------------
Task ID :9 | Learning Rate : 0.1
----------------------------------------
Layer 1 - Projection Matrix shape: torch.Size([27, 27])
Layer 2 - Projection Matrix shape: torch.Size([180, 180])
Layer 3 - Projection Matrix shape: torch.Size([180, 180])
Layer 4 - Projection Matrix shape: torch.Size([180, 180])
Layer 5 - Projection Matrix shape: torch.Size([180, 180])
Layer 6 - Projection Matrix shape: torch.Size([180, 180])
Layer 7 - Projection Matrix shape: torch.Size([360, 360])
Layer 8 - Projection Matrix shape: torch.Size([20, 20])
Layer 9 - Projection Matrix shape: torch.Size([360, 360])
Layer 10 - Projection Matrix shape: torch.Size([360, 360])
Layer 11 - Projection Matrix shape: torch.Size([360, 360])
Layer 12 - Projection Matrix shape: torch.Size([720, 720])
Layer 13 - Projection Matrix shape: torch.Size([40, 40])
Layer 14 - Projection Matrix shape: torch.Size([720, 720])
Layer 15 - Projection Matrix shape: torch.Size([720, 720])
Layer 16 - Projection Matrix shape: torch.Size([720, 720])
Layer 17 - Projection Matrix shape: torch.Size([1440, 1440])
Layer 18 - Projection Matrix shape: torch.Size([80, 80])
Layer 19 - Projection Matrix shape: torch.Size([1440, 1440])
Layer 20 - Projection Matrix shape: torch.Size([1440, 1440])
----------------------------------------
Epoch   1 | Train: loss=0.979, acc= 60.9% | time=2445.5ms |
 Valid: loss=1.059, acc= 60.0% |
Epoch   2 | Train: loss=0.855, acc= 68.9% | time=2450.4ms |
 Valid: loss=0.964, acc= 64.0% |
Epoch   3 | Train: loss=0.877, acc= 64.7% | time=2298.5ms |
 Valid: loss=1.081, acc= 52.0% |
Epoch   4 | Train: loss=0.836, acc= 67.4% | time=2219.5ms |
 Valid: loss=0.880, acc= 64.0% |
Epoch   5 | Train: loss=0.795, acc= 69.0% | time=2215.9ms |
 Valid: loss=0.936, acc= 64.0% |
Epoch   6 | Train: loss=0.840, acc= 68.4% | time=2215.7ms |
 Valid: loss=0.938, acc= 64.0% |
Epoch   7 | Train: loss=0.663, acc= 75.0% | time=2222.2ms |
 Valid: loss=1.067, acc= 56.0% |
Epoch   8 | Train: loss=0.557, acc= 82.1% | time=2213.4ms |
 Valid: loss=0.958, acc= 58.0% |
Epoch   9 | Train: loss=0.628, acc= 75.5% | time=2225.4ms |
 Valid: loss=1.110, acc= 62.0% |
 lr=3.3e-02
Epoch  10 | Train: loss=0.444, acc= 88.1% | time=2231.1ms |
 Valid: loss=0.852, acc= 62.0% |
Epoch  11 | Train: loss=0.415, acc= 89.3% | time=2434.0ms |
 Valid: loss=0.850, acc= 62.0% |
Epoch  12 | Train: loss=0.423, acc= 88.0% | time=2411.5ms |
 Valid: loss=0.806, acc= 72.0% |
Epoch  13 | Train: loss=0.394, acc= 90.6% | time=2401.1ms |
 Valid: loss=0.875, acc= 64.0% |
Epoch  14 | Train: loss=0.372, acc= 90.7% | time=2795.1ms |
 Valid: loss=0.843, acc= 66.0% |
Epoch  15 | Train: loss=0.359, acc= 92.2% | time=2855.6ms |
 Valid: loss=0.792, acc= 70.0% |
Epoch  16 | Train: loss=0.348, acc= 91.5% | time=2887.7ms |
 Valid: loss=0.872, acc= 58.0% |
Epoch  17 | Train: loss=0.334, acc= 92.9% | time=2967.5ms |
 Valid: loss=0.801, acc= 66.0% |
Epoch  18 | Train: loss=0.335, acc= 91.8% | time=2964.4ms |
 Valid: loss=0.844, acc= 64.0% |
Epoch  19 | Train: loss=0.302, acc= 93.9% | time=2858.8ms |
 Valid: loss=0.887, acc= 64.0% |
Epoch  20 | Train: loss=0.288, acc= 94.3% | time=2858.7ms |
 Valid: loss=0.811, acc= 68.0% |
 lr=1.1e-02
Epoch  21 | Train: loss=0.284, acc= 94.7% | time=2879.4ms |
 Valid: loss=0.817, acc= 68.0% |
Epoch  22 | Train: loss=0.284, acc= 94.7% | time=2886.3ms |
 Valid: loss=0.817, acc= 68.0% |
Epoch  23 | Train: loss=0.283, acc= 94.7% | time=2907.2ms |
 Valid: loss=0.820, acc= 70.0% |
Epoch  24 | Train: loss=0.271, acc= 95.0% | time=2978.5ms |
 Valid: loss=0.821, acc= 68.0% |
Epoch  25 | Train: loss=0.265, acc= 95.3% | time=2877.1ms |
 Valid: loss=0.823, acc= 68.0% |
 lr=3.7e-03
Epoch  26 | Train: loss=0.259, acc= 95.5% | time=2454.6ms |
 Valid: loss=0.831, acc= 66.0% |
Epoch  27 | Train: loss=0.269, acc= 95.1% | time=2412.0ms |
 Valid: loss=0.822, acc= 68.0% |
Epoch  28 | Train: loss=0.267, acc= 95.2% | time=2502.6ms |
 Valid: loss=0.826, acc= 68.0% |
